text,labels
1010,positive
utumishi haraka,positive
kiamsha kinywa changu kilitenganishwa wonyesho mzuri vipande vikubwa 3 vya mkate unga uliopakwa sukari unga unga,positive
dakika 20 ninasubiri nipate meza,negative
mnunuzi hutahadharisha ungeweza kuvuta fedha chooni,negative
nadhani filamu bora robert ryans sababu alionyesha mtu baba mtaalam maisha halisi baba ingawa hakuwahi kumuua mtu yeyote aliathiriwa vita vya pili vya ulimwengu ambavyo vilimfanya mbaya,positive
inashughulikia maswala magumu hadhi neema kweli ina furaha ajabu kuhisi kuishia vizuri,positive
mbaya,negative
nusu njia kupitia filamu hii ikaanza kuichukia,negative
huyo maskani yatakuwa moto hawiya,positive
sura nzuri nguvu,positive
hupenda kupiga makasia kampuni nyaya muhtasari ukisikika wenye kupendeza niliitazama mbili tayari labda nitaiangalia,positive
jambo naweza kuvumilia usahihi kisiasa vizuri uhuru kisanii kusimamishwa kutokuamini tabia kike slavic,negative
kana mwaka uliopita,positive
paolo sorrentino ameandika hadithi nzuri upweke tony ameunda mhusika asiyeweza kusahaulika sinema miaka hivi karibun,positive
kutisha,negative
hakika bahati,negative
utendaji alivyo tuzwa kushangaza,positive
linapata simu mkononi niingiapo gari,positive
ninaamini weusi rangi waridi ulifanywa vizuri,positive
ninapendekeza kabisa,positive
nzuri,positive
hii simu nzuri,positive
yani nahisi mapenzi miguu naipenda ngoma 2019,positive
maonyesho sam shepard baharini mashoga yalikuwa mazito,positive
mwanzoni tovuti eneo hilo filamu iliyopigwa picha hapa nyati zilinivutia,positive
vibonyezo viweje hivi nyakati nyingine hufikia vifungo visivyofaa,negative
siwezi kudumisha uhusiano kompyuta inapokuwa pajani mwangu,negative
haionekani mbali america,negative
wazi uwezo uwezo kungoa sehemu,positive
niliweka maelezo simu kijivu au nyeusi nina ile nyekundu rangi,positive
ajili bidhaa inayogharimu hii inavyotazamiwa kufanya kazi vizuri urahisi kuliko ilivyo jambo hili,negative
bidhaa nzuri kuuzwa,positive
hicho kipimo kidogo,positive
lilikuwa lenye shughuli nyingi twajua,negative
hii filamu ichukiayo kweli kweli,negative
mvulana upande mwingine mjeuri,negative
filamu inatupa maana maneno ambayo hayajawahi kamwe historia mapambano wanadamu yame deni wengi wachache,positive
huyo maskani yatakuwa moto hawiya,positive
hapana kukanusha kutukia kwake,negative
laiti ungekula chakula shirika ndege uzito,negative
nimefurahiya ununuzi wangu,positive
kifaa chenye kutisha,positive
chache mtengeneza filamu anapochukua kueleza hadithi maadili yenye kuheshimika uangalifu upendo ambayo haianguki mtego shoga kupita kiasi au anasa kupita kiasi,positive
najua jam okonor nguvu hakuna mtu ambaye angeweza ila gegee hakuwa furaha,negative
kitu kilichopokewa kilikuwa bandia,negative
filamu ilionyesha vitu vingi vinavyoweza kuonekana vinavutia,positive
shtaka kwanza kuendelea kufa dakika 12,negative
kati vyakula vyote ambavyo samoni walikula kulikuwa bora vyote vilikuwa vikubwa,positive
haifaulu,negative
hii bidhaa ambayo shaka hupiga kutumia vidole vyako,positive
kutozungumza vizuri unapofanya mazoezi,negative
nikiwa raia european filamu kikwazo kizuri wangu nikiwa mwanafunzi miaka 1980 mambo yaliyoonwa niliyokuwa nikiishi ngambo kuchangamana mataifa mengine ingawa hali zilikuwa tofauti kidogo,positive
sehemu pekee inayofaidi filamu hii iko takataka,negative
simu hii yaweza ndiyo simu mbaya iliyowahi nayo aina yoyote ile,negative
hapa ndipo mahali ninapopaona vegas mpya,positive
ikiwa unajikurupusha nao nawe unatafuta chakula kutosha huko ndiko kufuzu kulio wazi,negative
simu umri mwaka ikikatika polepole licha utunzaji mwingi upande wangu,negative
ubora nzuri,positive
ambaye hutoa mali ajili kujitakasa,positive
kile kilichonifanya niwe mawazo kupata takataka hii isiyo maana yoyote,negative
sikuzote kifaa huwa chenye kutumbuiza kawaida,positive
huyo maskani yatakuwa moto hawiya,positive
sinema ndefu mno,negative
saa 4 jioni niliinunua saa 8 jioni nilianza kuitazama saa 815 jioni nikasambaza haraka filamu iliyobaki kuona ikiwa kuna kitu chochote kilichobaki kutazamwa mwanadamu aliye ubongo hakukuwa,negative
yenye matope kibweta kilichozungushwa waya kilikuwa nguvu nyingi kiliteleza,negative
hebu wazia filamu ikiwa ndoto,positive
wala sikwambiini malaika,negative
sinema hii mbaya,negative
ninakasirika ninataka davin pho,negative
kuweka kando kadi mashindano mbio acheni kutazama kasoro sinema wanayoharibu latifas,negative
muhtasari hili lilikuwa ono ulaji lenye kukatisha tamaa,negative
bundi hao wachanga wenye kupendeza,positive
usiende huko ikiwa unatafuta chakula kizuri,negative
tisa kati kumi ajili filamu yenye kupendeza kwelikweli,positive
filamu hii inaacha maoni kudumu,positive
halina uhakika kabisa jinsi mbwa mwitu joto jingi bonde hilo alivyochaguliwa wasomaji gazeti phoenix,negative
bidhaa harufu kali mpira mpira rangi ambayo haikuvumilika fulani ikanifanya niirudishe,negative
kuna vichana makari bia ajili 23 ambavyo vya hali,positive
kijani kibivu,positive
walakini paul schrader kweli ametoa filamu kuhusu mishima ambayo nzuri ngumu,positive
mtu akiagiza taco mbili usifikiri huenda ikawa sehemu utumishi wateja kuuliza kichana au mkokoteni,negative
yamejaa herufi zisizosadikisha ambazo zitaandikwa ustadi edward vodorov ambaye alitokeza kushangaza anaelekezwa ean negulesco ambaye angetarajia kupata faida kwake,negative
kitu kibaya kuliko uigizaji taylor kuimba stanwyck,negative
sinema yaonekana bei rahisi bland,negative
kazi nzuri,positive
labda ingekuwa bora ikiwa mkurugenzi hangetumia mwingi sinema kuonyesha kazi mwenyewe sanaa ambayo sio kushangaza,negative
niliipata sababu ndogo yenye kupendeza,positive
ajili utumishi chakula mchana polepole,negative
shukrani pekee dylan t pendekezo kile kuagiza yummy yote ajili yatummy,positive
caraccio manjano iliyeyuka mdomoni mwako ikiwa safi,positive
mkate uliochomwa ukawaida ulitosheleza vilevile mapindo siagi,positive
bidhaa bora inafanya kazi vizuri kuliko verizon bei rahisi,positive
si ghali huhisi kuonekana bei,negative
nimesoma makala nyingine hapa mwenyewe nimekuwa tatizo lolote kuihusu,positive
shaka kuna faida nguo ajili tumbo nguruwe watakaporudi vegas,positive
labda uchaguzi ndio uliokuwa mbaya kuwahi kuonekana vegagasout,negative
krussel sikuzote nzuri,positive
haukuacha chochote ulicho kifikia ila ulikifanya kilio nyambuka,negative
waandishi wakipigwa ninafikiri waigizaji waigizaji bora nyongeza wahusika hawa kipindi hicho halisi,positive
mwandiko huonekana kana hati mkono iliyoandikwa ufyatuaji risasi ukaanza kabla hati iliyomalizika kukamilishwa,negative
bado nawapenda,positive
ujumla sinema hii takataka bei,negative
yenye kuchosha,negative
jambo bora sehemu inayozunguka ambayo inasaidia,positive
wanyanganyi ajabu,negative
sinema hii si kuchekesha kufikiria upumbavu,negative
huonekana kutengeneza hasa betri awali kidevu kilichokuja v325i,positive
ninapenda sehemu nyuma barabara hajawahi kamwe kumwona filamu hii,negative
habari wema hapa bongo5 zimekuwa zikipata hits kusomwa kuliko habari yoyote staa yoyote unayemjua hapa tanzania,positive
athari maalum kuvutia siwezi kupendekeza sinema hii kutosha,positive
ikiwa unapenda sinema mbaya usiitazame sinema,negative
hivi ndivyo tulivyo waamrisha mbili,positive
tulipenda biskuti,positive
simu ilianguka kabisa lazima ichukue mahali payo,negative
siji,negative
haidumu mrefu,negative
unaweza kupata sinema bora youtube,negative
wangeweza kuuandaa kutumia kikorongo huenda kikafanyiza mlo bora bado ulikuwa mzuri,positive
kusimamia utovu adabu,negative
habari utumishi ambao niliufikiri ulikuwa mzuri,positive
si jambo maana kidogo kufanya,negative
ifahamike filamu hii ingepokea tuzo tuzo nyingi hasa ambapo kuna filamu zenye kustahili huko,negative
si jambo zuri upande wowote kuwazia,negative
zote nafikiri zilikuwa kitega uchumi kizuri,positive
kuna kaimu mzuri kabisa angalau aina hii filamu,positive
wamiliki duka hilo kweli wanahitaji kuacha wanoooooboo bei rahisi wafungie kipande changu mbao karatasi mbili si kimoja,negative
supu taa zajulikana,positive
simu hii inajaribu kufanya kitu inashindwa uwezo simu,negative
kwanza kabisa haivai vizuri,negative
haitapendekeza,negative
tabia nzuri ajabu ina nguvu inambidi kumtazama haraka kuelewa kitu,positive
zafaa,positive
hii inamaanisha njia mbaya,negative
siwezi kufikiria filamu nyingine ambayo kitu muhimu kinatokea dakika nyingine,positive
nilivutiwa bei kesi hizo,positive
nunua simu tofauti sio hii,negative
wahusika filamu hii wamechezwa vizuri,positive
ilifafanuliwa vyema,positive
au kiasi ziada ambacho ninavaa awali baadaye kilitupwa sababu kilikwaruza sikio langu,negative
ningekipendekeza,positive
si rahisi kutizama,negative
bado napenda sinema hii uwezeshaji wanawake hakuna sinema kutosha huko nje hii,positive
mwendeshaji alifika fremu iliyoahidiwa haikufanya kazi,negative
hii sinema isiyovutia kuhusu mwandishi anayeishi utamaduni wenye baridi kali,negative
nitaendelea kuja hapa usiku wanawake usiku tarehe ambao umepitwa kiasi kikubwa kupendekeza mahali hapa yeyote aliye eneo hilo,positive
nilifurahia kula hapa,positive
uwepo skrini uliangaza mawazo kulikuwa watendaji wakuu skrini,negative
sikufikiri maagizo yaliyotolewa yalinisaidia,negative
oh yeah picha kusikitisha,negative
linapiga picha sinema yenye baridi mhusika mkuu anapoona chumba chake kimelipuliwa,positive
hufanya kazi,positive
siwezi kuamini kabisa mwenyewe ana wafanyakazi wengi wasio uzoefu hivi wanazunguka zunguka kuku vichwa vyao vikiwa vimekatwa,negative
i ono zuri ajabu,positive
makunjo yote mawili mayai yalikuwa mazuri ajabu,positive
kuona ufupi miaka 25 ilishangazwa jinsi sinema ilivyo kudumu,positive
chakula hicho kilikuwa kingi,positive
kuruhusu viwango duni vya uzalishaji 1971 muundo aina fulani mfululizo mini hii mbaya,negative
enyewe safaricom wezi,negative
chui mwituni,positive
nilivyo sema nafsi isiyo faida,negative
angalau fikiria kujaza maji kabla kungangana kukupungia mkono dakika 10,negative
hasa nilichotaka,positive
lazima niseme filamu hii ilitengenezwa vizuri hufunika makadirio filamu kawaida sci fi,positive
story wema husomwa kupata comments nyingi kuliko,positive
huduma hali,negative
haipendezi,negative
simu,positive
nilivutiwa tabia aliyocheza,positive
hakupenda kidogo,negative
mhudumu kike polepole utumishi,negative
jioni yenye shughuli nyingi mlo jioni jua kali,positive
nilivutiwa hasa uwezo dwight schultz,positive
maneno mwisho kipindi hiki mateso halisi,negative
inafanya kazi kui bougth ajili l7c wangu kile kisichofanya kazi,negative
wahusika wana viungo vya ajabu hasa vyenye kutia hofu vibarafu waigizaji wakiwa mistari maandishi yenye ncha kali yenye kiwango kinachofaa ulimi uliokufa shavu mdomo kufanya mazungumzo yawe yenye kuvutia halisi,positive
picha nzuri samsung,positive
ninapendekeza hizi zinaonekana nzuri kifahari nzuri,positive
muziki mark snow ndio alama bora kabisa ambayo nimewahi kusikia,positive
tumefanya kazi nzuri kutayarisha piza nyumba yetu kuliko zile tulizopokea mkahawa,negative
huwa mitazamo mibaya kuelekea wateja kuzungumza wateja hawafurahii chakula chao,negative
bilauri zilizo pangwa,positive
onyesho zuri kutazama,positive
iliyofaa ps3,positive
bado ninasisitiza tumbili hutengeneza vidude vya kusikiliza ambavyo wazi hatushirikina vya kutosha kuiga ubuni wanadamu,negative
sinema hii janga safi hadithi kijinga uhariri ndio mbaya kabisa ambao nimeona unachanganya,negative
ilifanya vyema,positive
mrefu tangu niliburudishwa sinema,positive
ninaishi mtaa huu sababu mahali pazuri pa kuishi hapa,negative
ningependekeza jambo hili,positive
nimeona sinema nyingi zikimwigia nyota jaclyn smith mungu wangu hii bora kwake ingawa ilitoka miaka 12 iliyopita,positive
napenda kifaa hiki,positive
hakuna kitu kuaminika kabisa,negative
hakika mwangaza shaka mkali,negative
muigizaji kiume anayependwa filamu zimekuwa kivutio wengi rika,positive
askari jeshi dhoruba si mbaya vya kutosha kuweza kufanya sinema mbaya ajabu,negative
dawa ime nifaa nimepata nafuu,positive
jukumu lake lilitimizwa vizuri,positive
jambo baya alimwaibisha mfanyakazi mbele majina mabaya,negative
sinema nzuri inamfanya monica bellucci kuonekana warembo,positive
filamu ipokewayo filamu bora umri,positive
hii simu bora iliyowahi kupatikana,positive
wahudumu hoteli wenye urafiki,positive
usinifanye nianze kupiga picha haraka haraka,negative
wakenya nawapenda tz naombeni like zenu,positive
ubora pekee mkahawa ulikuwa haukuwa ghali,positive
dakika 10 tulikuwa tukingojea saladi tulipongamua ikifika wowote karibuni,negative
napenda waya hii huniruhusu kuunganisha kifaa chochote kidogo kompyuta ukurasa wangu,positive
laiti ungerudi saa nusu,negative
hapa ndipo mahali ambapo pho kwanza yenye kushangaza,positive
nilikuwa huduma gari miaka 2 au 3 ninaifurahia,positive
sikio lililo hili mno au zito mno huteleza sikioni mwangu,negative
kiangazi unaweza kula ua maridadi nje lenye kupendeza,positive
hadithi hazikuaminika waigizaji,negative
int alipendekeza kununua bidhaa hii,negative
huduma meh,negative
kuhariri uhariri filamu hii ulikuwa kushangaza maoni,positive
ukubwa kiwambo sehemu iliyo pana iliyo taa kutosha ubora kamera bora simu kamera,positive
endeleza kazi nzuri amazon,positive
kana nilipoteza maisha kutosha walimwaga chumvi kidonda kutoa uliochukua kuleta hundi,negative
ilifaa tulikuwa tukiishi mgm,positive
ikiwa hakuwa amekunja macho yetu huenda hatukuwa hakika tutarudi kujaribu,negative
viunganishi vyapasa njia fulani kubadilishana simu mbaya ajili mashine kurekebisha au kitu fulani,negative
2 huduma mbaya wateja,negative
mtoto umri miaka 90 aliyefurahia maonyesho haya ninaweza kusema fahari nilifurahia katuni bora,positive
matangazo kupotosha,negative
kuangusha simu nyingi ninavyoweza kusema saruji simu bado inagonga mbao,positive
bado ninajaribu kupata jinsi mbaya,negative
filamu mkurugenzi mkuu,positive
safu maarufu mchezo kuigizauhalifuwauhalifu maonyesho ajabu belmondo lino ventura,positive
wafanyakazi wako hutumia mwingi wakizungumza kuliko,negative
uzi pekee wenye upatano uliounganisha mfululizo ulikuwa utendaji wenye kustaajabisha uwanja leni aita laselva ule mngao wawili pambano ukimya kinadharia,negative
wanaendelea kupata nafuu kufanya vizuri ile tatu michikichi mingi,positive
vigumu kuamua ikiwa pande hizo zilikuwa nzuri sababu tulikuwa tumengolewa styrofoam hatukutaka kuzila sababu kuogopa wagonjwa,negative
kulivuta gari langu ingoje dakika nyingine 15 kabla kukubaliwa,negative
mandhari bora sinema mwisho ikwayo inaiharibu,positive
sinema hii hufanya kazi nzuri kufunua utata kazi magumu ajabu yanayokabili afrika kusini,positive
safari kufika huko,negative
nilitaka kipande hicho kipitie sikio langu kikisababisha usumbufu,negative
kuku huyo amekolezwa vizuri karai bora upande nje kuku unyevu upande,positive
ninafikiria wizi huu,negative
bali wanakakamia jeuri chuki,positive
filamu hii isiyofurahisha kabisa kiwango isiyo halisi hivi dakika 90 kuteswa kabisa labda nilitazama saa 70000,negative
mpitiaji ponografia aliiita filamu iliyo sahihi,positive
bidhaa bora kabisa bei,positive
ondoe simu mkononi iliyo bora ambayo tumepata nayo,positive
unajua kwanini niliipa 10,positive
lange mwigizaji mzuri,positive
sipendekezi gari lako lisipatwe njaa,negative
maono mabaya,negative
yenye kuvutia huonekana bora,positive
ujenzi vichwa vya vichwa hali,negative
halifanyi kazi kusikiliza muziki 8125,negative
paa plastiki bei sakafu mbao iliyozeeka,negative
bekoni jalapeno mzuri,positive
bidhaa bure haina utozaji kutosha kuisimamia simu mbili mkononi nilikuwa nikipanga kuitumia,negative
anavunjika moyo kidogo,negative
mtandao kushangaza 4g mji mombasa mipango nzuri bei rahisi,positive
kichwa bora kabisa chenye matumizi mawili,positive
majaribio ucheshi yalikuwa kusikitisha hadithi mbaya hivi dubu anapaswa kufikiria hasa kinahusisha wizi ndege vulcan kutafuta mungu uzito sijali lolote filamu hii kutaja ihura anacheza dansi tumbo ajili walinzi kiume wanaongaa,negative
imejaribiwa vidole kadhaa vya masikio simu mkononi hiki jastra chombo kwanza kilichopatikana ambacho hutoshea sikio langu vizuri,positive
mapokezi duni,negative
imetengenezwa vizuri hufaana kabisa gx2,positive
safaricom si muache kucheza mkopo nambari mnanifilisisha,negative
sikutambua jinsi mambo hayo mafupi yalivyo ajabu mandhari mbili mwisho,positive
mafunzo yalikuwa makali,negative
ishangaze filamu hii ajabu ilifanyizwa 1949 ujumla mti hollywood ulikuwa vichwa vya ujumla mchanga kuhusu masuala nyeusi meupe,positive
azimio picha liko kile ambacho simu nyingine zenye kulinganishwa zinatoa leo,negative
usiupotezee huu,negative
nadhani ilipaswa mpindo werevu ikaangaza nuru fulani hali kipumbavu,negative
hii filamu yenye kutisha hivi niliinunua kutumia ebay,positive
taco zilizo bora mjini mbali,positive
shukrani,positive
kweli kabisa kutikisika lazima kuwe mashabiki wanaotetemeka,positive
ninachukia filamu hizo,negative
hivi karibuni wamekuwa wazuri wenye kusaidia simu,positive
nimesikitishwa filamu hii itapokea tuzo nyingi sifa nyingi haswa ikiwa kuna kazi zinazofaa filamu huko nje,negative
baba ana vo265 betri inakufa,negative
mfuatano uwazi angani ulionekana kana uliumbwa vishimo vidogo ajili miungu,negative
inaonekana salama kabisa kushika mshipi wangu kuweka simu,positive
hilo jambo ubaridi sababu visa vingi huwa wazi vikiruhusu kiwambo kijikunacho chote,positive
wimbo ungeweza kueleza hisia moyo raia vizuri maisha jay amadams yalikuwa habari kuongea kijana aliyeimba wimbo ambayo huamsha hisia moyo nyingi,positive
siwezi kamwe,negative
napenda kutumia kichwa kimoja ajili picha seli,positive
hakuna kati zile saizi tatu walizopeleka nikiwa ncha kichwa ambacho kingebaki masikioni mwangu,negative
nilinunua kofia hii rangi bluu ambayo ingeweza kutoshea vizuri mambo hayo yalifanya isiwezekane kuvaa,negative
sielewi jinsi takataka hii ilivyopatikana rafu duka sinema si sinema halisi,negative
huu ndio ufikisho,positive
kujaribu kuwatembelea hao mazoezi kufadhaika,negative
hicho kisa kipande dhaifu plastiki hakina ulinzi wowote mbele au kando,negative
vigumu kusikia sikuzote ninasema,negative
nimeona sinema nyingi zinazoigiza ufuaji jaclyn mungu wangu huyu mmojawapo filamu bora ingawa ilitoka miaka 12 iliyopita,positive
sinema hii si kamilifu kabisa titta di girolamo atakaa nawe mrefu kuona sinema,positive
siku zote nilikuwa najua errol flynn muigizaji mzuri mwigizaji baba anayependa nilikua nikitazama sinema nikiwa mtoto,positive
piza saladi nyingi,positive
simu,positive
wazo lenye kupendeza lisilo kawaida mfuko hatari kokwa ambao nyakati zote taarifa mapenzi kumuona hengo mchattie fumo hendrikson akizungumza shavu kichwa,positive
akaliwafiki lilio jema,positive
kwanza kabisa kuna mitindo kichekesho kutosha utani rangi kumkasirisha mtu,negative
hii filamu mbaya kabisa ambayo nimewahi kuona,negative
nilipenda alivyokuwa akicheka,positive
nilitoka jumba maonyesho nikiwa lilti shangwe hatua hatua moyoni mwangu kutumaini ajili jamii kibinadamu,positive
kana ubuni sura jabra akipigapiga vichwa vya masikio 5020 nzuri kuweza kuvaa saa 24 siku maumivu sikio,positive
mfano huu umetayarishwa vizuri,positive
sufuria nzuri sababu,positive
kusema sababu natumia vibaya pesa zangu,negative
mkate unatengenezwa nyumba,positive
niliipenda yenye kuogopesha,positive
ujumla haikuwa uwezo kuwazia,negative
unahitaji angalau min 3 upate kitabu chako simu kuanzia unapofungua kwanza maisha simu mafupi,negative
najuta,negative
nyepesi uwezo mwingi betri inaweza kuchakaa mrefu,positive
naweka okski karibuni v115g hupenda kupunguza mwendo kutambaa kufunga,negative
kikanyagio faili chatoa chaguo lote ambalo mtu ahitaji malipo,positive
mtu aliyesema hes mazungumzo mazuri mimea yenye madoa ana haki kufanya,negative
mboji hao wana ladha nzuri piza ambayo zamani yenye kustaajabisha laini haina ladha yoyote,negative
ninasubiri kurudi,positive
lina kitu ninachohitaji naweza kuomba kupata,positive
jumia sio mwaminifu kidogo,negative
wahusika wanavutia unataka kujua sinema inavyoendelea nadhani watashangazwa nani anayeweza asiyeweza,positive
zote zikiwa filamu maridadi nicolas roglag bora,positive
halifai,negative
kweli wanataka kufanya uzoefu wako uwe mzuri,positive
sinema hizo kiasi kidogo pesa mfupi ambao sinema hufanya kazi ajabu,positive
hakuna kiwango au habari,negative
rahisi kutumia,positive
kile kilicho duniani chuma kinachofanya kazi filamu hii,negative
mnyoo bipani ukiinuka maandishi yaliyokuwa mabaya,negative
faraja familia yetu yote,positive
kipande sikio chavunjika urahisi,negative
utumishi ulikuwa polepole haukukaza fikira,negative
hii washambuliaji bora italia miaka mapema 70,positive
yote hayo yakiwatukana wenye akili kupoteza pesa kiasi kikubwa,negative
nilikiona mtoto kule nyuma mwaka 1973 alipokuwa mgeni nilikipenda,positive
nyota tano,positive
mbaya,negative
majuma machache nilikuwa rangi buluu ninaipenda,positive
kwani hauoni,negative
nzi maji matunda tofaa,negative
si kitu kingine ila mwayo,negative
kwanza ninafikiri nia itakuwa kawaida,positive
kusema nilipoteza pesa zangu,negative
mrefu tangu nilipotumbuizwa sinema,positive
nimewahi mahali pachache kula ambapo hakuna hali ambayo ingeweza kurudia hii ndiyo sehemu kabisa orodha,negative
sinema haina upendeleo kuona mchezo kuigiza usemi hisia maadhimisho uzalendo ambao unasisitiza hadithi,negative
chakula jioni kilichokuwa kikitukatisha tamaa tulienda mahali pengine ajili kitindamlo,negative
nikapata msimamizi gari juma shtaka hilo liliingia kuanza kuvuta sigara,negative
msile hapa,negative
teknolojia soyoy hunyonya,negative
dosari kubuni,negative
kura bora mjini bei ambayo huwezi kuipiga,positive
sio nzuri,negative
ikiwa wawili wangepasuliwa meta tano tulianza kuona tuli kuvalishwa sehemu kichwa,negative
mahali hapa pana uwezekano chakula kilichokuzwa kupita kiasi,negative
mpango hauninginia kidogo tendo hilo linahuzunisha,negative
kesi inafanya kazi vizuri wale 680,positive
ama ajionaye hana haja,negative
bilauri zilizo jaa,negative
si mtengenezaji filamu wala sio mkurugenzi ningekificha kichwa changu mchanga ikiwa ningetumia kiasi chochote pesa sinema hii,negative
hitini mbaya iliyowahi kutokea,negative
betri haikubaliki kabisa,negative
kupendeza kawaida mkaa huu,positive
ikiwa simu yako inaangushwa kesi hii haitaihifadhi inapoangushwa,negative
keshia hakuwa uangalifu wowote ule ambao nililazimika kusema bado ulikuwa umepitwa,negative
hiki kilikuwa kipimio kilichoangamizwa kutokana kutungwa kwake,negative
inapasa kutajwa hasa kuhusu muziki hali ambazo sehemu muhimu kusaidia kufanya katuni hii iwe yenye kukumbukwa kufurahisha,positive
chakula kilikuwa kizuri tulifurahia mahali penye kustarehesha ajili vikundi vidogo vya familia nk,positive
kibodi uridhiano mzuri kati nambari kamili simu mkononi nambari msingi simu mkononi,positive
rangi maridadi kuliko nilivyofikiri picha kali,positive
vifurushi vitamu vya jibini aina nnyc vinachagua vyakula bora vya jibini halisi kapeta,positive
mfuatano kwanza kito hiki maarufu michezo panya paka ambayo hufuata yenye kupendeza,positive
chochote kile ambacho kiliwagharimu hakikuitafsiri ubora hakika,negative
mno kuweza kutumiwa kifaa kidogo chenye umbo mvyauso chenye ubora hali sehemu hizo,positive
ndiyo ninarahisisha mambo hapa ajili ufupi ajili hili kweli ndiyo kiini matatizo filamu hii ina mambo mengi yanayoendelea maelezo yoyote kweli yenye kuridhisha,negative
kampuni imekatishwa tamaa,negative
siashi haikuwa ladha nzuri haikuwa ladha yoyote,negative
pitiaji awali lililoonekana chombo hiki hakuna chochote kinachotendeka,negative
vitu vilivyosemwa vilivyojumuishwa maelezo havijajumlishwa,negative
bidhaa hii ilifanya kazi nzuri ikavunja miezi 6 matumizi,negative
ndiyo sinema ilipendwa,negative
tuliomba mswada uondoke kula hawakuleta pesa hizo,negative
eneo hili halina mtindo,negative
seti zilizobuniwa hasa kufanya kazi kamera maridadi ajabu zenye matokeo,positive
mapenzi mahali hapa yanapenya mahali ambapo ninataka kitu chenye afya kisicho wingi au ladha,positive
mtumikiaji wetu mzuri ingawa aliona uhitaji wetu kitaalamu wenye urafiki mwisho,positive
the case is great and works fine with the 680,positive
ufupi hii kupoteza nishati nyingi singependekeza yeyote aone filamu hii,negative
jambo nzuri tikiti hugharimu dola tano sababu ningekuwa wazimu ikiwa ningelipa 750 kuona ujuaji huu,negative
mteja mbio masafa marefu akitoa huduma mbaya wateja,negative
ule mchanganyiko mbaya uwiano nyama ulifanya wororo kuku usifurahishe,negative
watafuata utaratibu wako njia yoyote ile ilivyo kawaida kupanda mayai yenye usukari kijani kibichi ukiipenda,positive
nzuri,positive
niliagiza bidhaa hii kwanza kukosa furaha nayo,negative
jihadharini hii sio sinema ibada kidini hii kipindi takataka,negative
filamu hii nzuri mpunjaji virukato vidogo anapoogopa sehemu zenye raha zinashikwa pazia malaika mlaghai wanapoimba judi kabla hakuna yeyote aliyependekeza kikamili sinema hizo zitoke chapa pekee june 20 jalada lina ulaghai takataka malaika kifuniko kifuniko june,positive
niliomba nyingi orodha divai fulani kunipuuzwa nilimwendea mkaribishaji kupata mwenyewe,negative
nilisema nilitaka kuongea meneja sikutaka kuongea jamaa aliyekuwa akifyatua risasi nyuma baa,negative
mambo yote yaliyoonwa kazi iliyofanywa vizuri,positive
kitoshea kustarehesha wahitaji kichwa chako kistarehe angalau saa ikiwa si siku nzima,positive
rahisi mnyoofu kupendeza,positive
zinazo zikajificha,negative
simu huwa vitu vingi,positive
watoto wazuri,positive
hakuna kitabu chochote kinachofanya kazi ambacho hakinunui,negative
thamani ikipanda tucson,positive
mtindo ri calamari ulikuwa mzaha,negative
ikiwa unapenda kufa kuoza maneno nyimbo hizo hukaririwa mtu huyo,positive
picha mpira magongo zinawatisha walindaji wanaocheza tree wenye umri miaka 5 wakipiga mbizi kutumia risasi zilizo upana futi 10 neti nk,negative
habari nyingine kuhusu sura hii simu kweli huonekana bland hasa namna zote nyeusi,negative
nilipoifungua mkate nilivutiwa si njia nzuri,negative
si maridadi sababu sehemu nyumba maridadi,positive
rundo zuri betri,positive
huduma meneja alikuja kusaidia meza yetu,positive
alivunjika moyo,negative
napendekeza filamu hii ajili mtu yeyote anayependezwa mashairi sanaa maonyesho siasa au historia papanese,positive
utumishi mkamilifu hali familia nzuri kuona,positive
halingewasiliana,negative
nyinyi hamchezi kwani,negative
ulikuwa mbaya hivi niliupoteza moyo kuumaliza,negative
bei nafuu,positive
filamu hii inadhihirisha dosari msingi mchakato kisheria sio kugundua hatia au hatia nani anayewasilisha bora mahakamani,positive
vyoo huwa safi sehemu yenyewe imepambwa vizuri,positive
itachukua mrefu kueleza jinsi uzoefu wangu utumishi mteja ulivyokuwa mbaya amazon,negative
wonyesho wazi,negative
bado filamu nyingine nzuri kampuni bwana,positive
lingerudi ingalikuwa hamu sushi akiwa vega,positive
bajeti dhahiri,negative
si vizuri kufanya,negative
anzisha filamu hii akilini mwako,negative
anahisi nyimbo itafanya vizuri kuliko zingine alizowahi tunga,positive
vigumu kuelewa gharama veriz ingawa mipango kwanza sahili,negative
shaka mwandishi gorman alifanya kazi shule kufanyia nyumbani sababu marejezo yote viwanda tabia zifaazo,positive
sinema hii mfano thabiti njama mbaya wazo mbaya mahali,negative
ubunifu isiyo kawaida kwani kipande sikio sio kizuri,negative
walivyo zoea maqureshi,positive
hapa hakuna jambo lolote baya ninaloweza kusema kuhusu kichwa hiki,negative
furaha ilitanda,positive
rahisi kuitumia kukipenda,positive
ninapendekeza alama hizo huonekana nzuri yenye ubaridi,positive
unaweza kupiga picha nje zikiwa baridi,positive
kutamauka,negative
mwanasesere akiipenda,positive
nimeipendekeza marafiki,positive
mcheshi mrembo ambaye siku zote hupenda kuwapa moyo wale ambao uwezo,positive
linashughulikia masuala fulani magumu heshima madaha shaka lina uharibifu wenye kushtua hapa,positive
utumishi haraka,positive
